Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
MT366942,preVC_489,Clustered,VC_489_0,16,0.9467,1.0,0.38569807630572833,0.9467,1.0
MT366943,preVC_489,Clustered,VC_489_0,16,0.9467,1.0,0.38569807630572833,0.9467,1.0
MT366944,preVC_489,Clustered,VC_489_0,16,0.9467,1.0,0.38569807630572833,0.9467,1.0
MT366945,preVC_192,Clustered,VC_192_2,5,0.2042,0.99999621,4.917567122149263,0.2042,1.0
MT366946,preVC_192,Clustered,VC_192_2,5,0.2042,0.99999621,4.917567122149263,0.2042,1.0
MT366947,preVC_192,Clustered,VC_192_2,5,0.2042,0.99999621,4.917567122149263,0.2042,1.0
MT366948,preVC_192,Clustered,VC_192_2,5,0.2042,0.99999621,4.917567122149263,0.2042,1.0
MT374852,preVC_56,Clustered,VC_56_0,9,0.5584,1.0,3.487452310471272,0.5584,1.0
MT374853,preVC_56,Clustered,VC_56_0,9,0.5584,1.0,3.487452310471272,0.5584,1.0
MT374854,preVC_56,Clustered,VC_56_0,9,0.5584,1.0,3.487452310471272,0.5584,1.0
MT374855,preVC_233,Clustered,VC_233_0,63,0.9522,1.0,4.93662410690957,0.9522,1.0
MT374856,preVC_56,Clustered,VC_56_0,9,0.5584,1.0,3.487452310471272,0.5584,1.0
MT374857,preVC_233,Clustered,VC_233_0,63,0.9522,1.0,4.93662410690957,0.9522,1.0
MT374858,preVC_233,Clustered,VC_233_0,63,0.9522,1.0,4.93662410690957,0.9522,1.0
MT374859,preVC_422,Clustered,VC_422_0,50,0.7899,1.0,5.142378075656804,0.7899,1.0
MT375042,preVC_136,Clustered,VC_136_0,17,0.9586,1.0,6.56050347329879,0.9586,1.0
MT375519,preVC_528,Clustered,VC_528_0,2,0.2071,0.89950269,5.0990195135927845,0.1863,1.0
MT375520,preVC_522,Clustered,VC_522_0,27,0.6697,1.0,6.564611861740773,0.6697,1.0
MT375521,preVC_522,Clustered,VC_522_0,27,0.6697,1.0,6.564611861740773,0.6697,1.0
MT375522,preVC_1241,Clustered,VC_1241_0,5,0.668,0.99999555,7.2678361597626076,0.668,1.0
MT375523,preVC_522,Clustered,VC_522_0,27,0.6697,1.0,6.564611861740773,0.6697,1.0
MT375524,preVC_522,Clustered,VC_522_0,27,0.6697,1.0,6.564611861740773,0.6697,1.0
MT375525,preVC_527,Clustered,VC_527_0,18,0.8878,1.0,5.487760053186765,0.8878,1.0
MT375526,preVC_522,Clustered,VC_522_0,27,0.6697,1.0,6.564611861740773,0.6697,1.0
MT375527,preVC_522,Clustered,VC_522_0,27,0.6697,1.0,6.564611861740773,0.6697,1.0
MT375528,preVC_522,Clustered,VC_522_0,27,0.6697,1.0,6.564611861740773,0.6697,1.0
MT375529,preVC_528,Clustered,VC_528_0,2,0.2071,0.89950269,5.0990195135927845,0.1863,1.0
MT375530,preVC_522,Clustered,VC_522_0,27,0.6697,1.0,6.564611861740773,0.6697,1.0
MT375531,preVC_522,Clustered,VC_522_0,27,0.6697,1.0,6.564611861740773,0.6697,1.0
MT380195,preVC_199,Clustered,VC_199_0,15,0.548,1.0,4.423526449357112,0.548,1.0
MT385367,preVC_535,Clustered,VC_535_1,28,0.722,1.0,6.119826628200708,0.722,0.7963
MT408532,preVC_469,Clustered/Singleton,VC_469_2,1,0.0,0.0,0,0.0,1.0
MT409116,preVC_535,Clustered,VC_535_1,28,0.722,1.0,6.119826628200708,0.722,0.7963
MT409176,preVC_334,Clustered,VC_334_34,3,0.0112,0.99699853,8.03376603861164,0.0112,1.0
MT410774,,Outlier,,,,,,,
MT411892,preVC_156,Clustered,VC_156_16,3,0.0084,0.97457555,8.625855743633712,0.0082,0.6667
MT413450,preVC_84,Clustered,VC_84_9,48,0.3086,1.0,7.875058420847363,0.3086,0.8874
MT416090,preVC_870,Clustered,VC_870_0,5,0.1686,0.99999988,3.3807977222327743,0.1686,1.0
MT416612,,Overlap (VC_93/VC_94),,,,,,,
MT419366,preVC_421,Clustered,VC_421_0,52,0.862,1.0,4.271220309620327,0.862,1.0
MT422786,preVC_105,Clustered,VC_105_0,15,0.6641,1.0,5.304125110234692,0.6641,1.0
MT423823,preVC_30,Clustered,VC_30_0,19,0.7489,1.0,6.055945880735007,0.7489,1.0
MT423824,preVC_30,Clustered,VC_30_0,19,0.7489,1.0,6.055945880735007,0.7489,1.0
MT424636,preVC_345,Clustered,VC_345_0,32,0.984,1.0,7.157815877980993,0.984,1.0
MT425185,preVC_855,Clustered,VC_855_0,130,0.9544,1.0,7.017708210056908,0.9544,1.0
MT426122,preVC_1207,Clustered,VC_1207_0,4,1.0,0.0,4.044384002247983,0.0,1.0
MT427400,preVC_626,Clustered,VC_626_0,35,0.8885,1.0,4.058915704629281,0.8885,1.0
MT430910,preVC_503,Clustered,VC_503_0,4,0.6784,0.99995885,2.23263402226559,0.6784,1.0
MT431535,preVC_941,Clustered,VC_941_0,76,0.979,1.0,3.1168197127393635,0.979,1.0
MT438396,preVC_632,Clustered,VC_632_3,13,0.2238,1.0,7.685696250377201,0.2238,0.8333
MT438761,preVC_770,Clustered,VC_770_0,26,0.9587,1.0,4.364365367081812,0.9587,1.0
MT442039,preVC_999,Clustered,VC_999_0,6,0.2755,1.0,3.4955717970821456,0.2755,1.0
MT446386,preVC_848,Clustered,VC_848_1,25,0.5467,1.0,6.137765929406707,0.5467,1.0
MT446387,preVC_290,Clustered/Singleton,VC_290_107,1,0.0,0.0,0,0.0,1.0
MT446388,preVC_334,Clustered,VC_334_13,10,0.0508,1.0,7.982246847647708,0.0508,0.7778
MT446389,preVC_866,Clustered,VC_866_0,67,0.9616,1.0,5.251458016283556,0.9616,1.0
MT446390,preVC_292,Clustered,VC_292_7,9,0.0598,0.99999473,8.638349582769466,0.0598,0.6111
MT446391,preVC_866,Clustered,VC_866_0,67,0.9616,1.0,5.251458016283556,0.9616,1.0
MT446392,preVC_294,Clustered,VC_294_2,3,0.021,0.9867615,8.597359341864141,0.0207,1.0
MT446393,preVC_490,Clustered,VC_490_0,86,0.9879,1.0,6.045627244448912,0.9879,1.0
MT446394,preVC_490,Clustered,VC_490_0,86,0.9879,1.0,6.045627244448912,0.9879,1.0
MT446395,,Overlap (VC_497/VC_636),,,,,,,
MT446396,preVC_294,Clustered,VC_294_0,10,0.0994,1.0,7.502153208928794,0.0994,1.0
MT446397,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MT446398,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MT446399,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MT446400,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MT446401,,Overlap (VC_497/VC_636),,,,,,,
MT446402,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MT446403,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MT446404,,Overlap (VC_497/VC_636),,,,,,,
MT446405,preVC_662,Clustered,VC_662_0,15,0.7064,1.0,4.283032304925756,0.7064,1.0
MT446406,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MT446407,preVC_848,Clustered,VC_848_0,12,0.2297,1.0,4.623274127716194,0.2297,1.0
MT446408,preVC_662,Clustered,VC_662_0,15,0.7064,1.0,4.283032304925756,0.7064,1.0
MT446409,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MT446410,preVC_848,Clustered,VC_848_1,25,0.5467,1.0,6.137765929406707,0.5467,1.0
MT446411,preVC_294,Clustered,VC_294_0,10,0.0994,1.0,7.502153208928794,0.0994,1.0
MT446412,preVC_294,Clustered,VC_294_0,10,0.0994,1.0,7.502153208928794,0.0994,1.0
MT446413,preVC_848,Clustered,VC_848_0,12,0.2297,1.0,4.623274127716194,0.2297,1.0
MT446414,preVC_848,Clustered,VC_848_0,12,0.2297,1.0,4.623274127716194,0.2297,1.0
MT446415,preVC_294,Clustered,VC_294_0,10,0.0994,1.0,7.502153208928794,0.0994,1.0
MT446416,preVC_168,Clustered/Singleton,VC_168_2,1,0.0,0.0,0,0.0,1.0
MT446417,preVC_855,Clustered,VC_855_0,130,0.9544,1.0,7.017708210056908,0.9544,1.0
MT446418,preVC_855,Clustered,VC_855_0,130,0.9544,1.0,7.017708210056908,0.9544,1.0
MT446419,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MT446420,preVC_294,Clustered,VC_294_1,8,0.0765,1.0,8.290687400855907,0.0765,0.8214
MT446421,preVC_294,Clustered,VC_294_0,10,0.0994,1.0,7.502153208928794,0.0994,1.0
MT446422,preVC_294,Clustered,VC_294_1,8,0.0765,1.0,8.290687400855907,0.0765,0.8214
MT446423,preVC_292,Clustered/Singleton,VC_292_8,1,0.0,0.0,0,0.0,1.0
MT448615,preVC_126,Clustered,VC_126_0,2,0.037,0.88640872,7.937253933193772,0.0328,1.0
MT448616,preVC_998,Clustered,VC_998_1,30,0.7954,1.0,6.35211142507328,0.7954,0.9356
MT448617,preVC_998,Clustered,VC_998_1,30,0.7954,1.0,6.35211142507328,0.7954,0.9356
MT451873,preVC_933,Clustered,VC_933_1,4,0.1282,0.99995796,3.059816490590112,0.1282,1.0
MT451980,preVC_762,Clustered,VC_762_0,19,0.9174,1.0,6.133035498354333,0.9174,1.0
MT451981,preVC_762,Clustered,VC_762_0,19,0.9174,1.0,6.133035498354333,0.9174,1.0
MT451982,preVC_762,Clustered,VC_762_0,19,0.9174,1.0,6.133035498354333,0.9174,1.0
MT451983,,Overlap (VC_1204/VC_1264),,,,,,,
MT451984,,Overlap (VC_1204/VC_1264),,,,,,,
MT451985,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MT457475,preVC_812,Clustered,VC_812_0,3,0.486,0.9923624,4.215842923322916,0.4823,1.0
MT457552,preVC_293,Clustered,VC_293_0,2,0.0274,0.91527329,4.795831523312719,0.0251,1.0
MT457553,preVC_293,Clustered,VC_293_0,2,0.0274,0.91527329,4.795831523312719,0.0251,1.0
MT459144,preVC_998,Clustered,VC_998_1,30,0.7954,1.0,6.35211142507328,0.7954,0.9356
MT459794,preVC_851,Clustered,VC_851_0,19,0.7978,1.0,3.5737153791934584,0.7978,1.0
MT460514,preVC_998,Clustered,VC_998_1,30,0.7954,1.0,6.35211142507328,0.7954,0.9356
MT460515,preVC_998,Clustered,VC_998_1,30,0.7954,1.0,6.35211142507328,0.7954,0.9356
MT460516,preVC_998,Clustered,VC_998_1,30,0.7954,1.0,6.35211142507328,0.7954,0.9356
MT460517,preVC_998,Clustered,VC_998_1,30,0.7954,1.0,6.35211142507328,0.7954,0.9356
MT460518,preVC_998,Clustered,VC_998_1,30,0.7954,1.0,6.35211142507328,0.7954,0.9356
MT465573,,Outlier,,,,,,,
MT478991,preVC_639,Clustered,VC_639_0,27,0.9957,1.0,5.300816553192608,0.9957,1.0
MT478992,preVC_634,Clustered,VC_634_0,28,0.77,1.0,5.051176993133711,0.77,1.0
MT478993,preVC_866,Clustered,VC_866_0,67,0.9616,1.0,5.251458016283556,0.9616,1.0
MT490303,preVC_952,Clustered,VC_952_0,3,0.7788,0.9888276,0.6666666666666666,0.7701,1.0
MT490373,preVC_563,Clustered,VC_563_0,109,0.85,1.0,6.2668847697749985,0.85,0.9981
MT491204,preVC_84,Clustered,VC_84_12,13,0.0644,1.0,8.073439439954651,0.0644,0.7821
MT491205,preVC_84,Clustered,VC_84_12,13,0.0644,1.0,8.073439439954651,0.0644,0.7821
MT491206,preVC_84,Clustered,VC_84_12,13,0.0644,1.0,8.073439439954651,0.0644,0.7821
MT491207,preVC_670,Clustered,VC_670_0,3,0.1199,0.99638466,3.9990729355438197,0.1195,1.0
MT491208,preVC_670,Clustered,VC_670_0,3,0.1199,0.99638466,3.9990729355438197,0.1195,1.0
MT495635,preVC_58,Clustered,VC_58_0,6,0.6749,0.9999998,1.4547416971511786,0.6749,1.0
MT496969,preVC_490,Clustered,VC_490_0,86,0.9879,1.0,6.045627244448912,0.9879,1.0
MT496970,preVC_878,Clustered,VC_878_1,29,0.6909,1.0,6.084103103810393,0.6909,0.9704
MT496971,preVC_491,Clustered,VC_491_0,66,0.9265,1.0,6.021655943352054,0.9265,1.0
MT497017,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497065,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497066,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497067,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497068,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497069,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497070,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497071,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497072,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497073,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497074,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497075,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497076,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497077,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497078,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497079,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497080,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497081,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497082,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497083,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497084,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497085,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497086,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497087,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497088,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497089,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497090,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497091,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497092,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497093,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497094,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497095,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497096,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497097,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497098,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497099,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497100,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497101,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497102,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497103,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497104,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497105,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497106,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497107,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497108,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497109,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497110,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497111,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497112,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497113,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497114,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497115,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497116,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497117,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497118,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497119,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497120,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497121,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497122,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497123,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497124,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497125,preVC_1039,Clustered,VC_1039_0,62,0.9955,1.0,1.1387053232739186,0.9955,1.0
MT497224,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497225,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497226,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497227,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497228,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497229,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497230,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497231,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497232,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497233,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497234,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497235,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497236,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497237,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497238,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497239,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497240,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497241,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497242,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497243,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497244,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497245,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497246,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497247,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497248,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497249,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497250,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497251,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497252,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497253,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497254,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497255,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497256,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497257,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497258,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497259,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497260,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497261,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497262,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497263,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497264,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497265,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497266,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497267,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497268,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497269,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497270,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497271,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497272,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497273,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497274,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497275,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497276,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497277,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT497278,preVC_1420,Clustered,VC_1420_1,33,0.1915,1.0,2.9050140938234255,0.1915,0.9924
MT497279,preVC_1420,Clustered,VC_1420_0,77,0.5678,1.0,2.4857201078910234,0.5678,1.0
MT498035,preVC_1122,Clustered,VC_1122_0,40,0.8669,1.0,5.662693448889126,0.8669,1.0
MT498036,preVC_1124,Clustered,VC_1124_0,16,0.4353,1.0,6.278944627544296,0.4353,1.0
MT498037,preVC_893,Clustered,VC_893_0,9,0.9549,1.0,4.671983599748784,0.9549,1.0
MT498038,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MT498039,preVC_834,Clustered,VC_834_0,30,0.9746,1.0,5.626742697458209,0.9746,0.9931
MT498040,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MT498041,preVC_223,Clustered,VC_223_6,42,0.4784,1.0,7.230892477637515,0.4784,0.813
MT498042,preVC_568,Clustered,VC_568_0,47,0.8851,1.0,6.121390113304166,0.8851,1.0
MT498043,,Outlier,,,,,,,
MT498044,preVC_568,Clustered,VC_568_0,47,0.8851,1.0,6.121390113304166,0.8851,1.0
MT498045,preVC_1194,Clustered,VC_1194_0,75,0.9962,1.0,6.191072221702073,0.9962,1.0
MT498046,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MT498047,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MT498048,preVC_568,Clustered,VC_568_0,47,0.8851,1.0,6.121390113304166,0.8851,1.0
MT498049,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MT498050,preVC_1194,Clustered,VC_1194_0,75,0.9962,1.0,6.191072221702073,0.9962,1.0
MT498051,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MT498052,preVC_834,Clustered,VC_834_0,30,0.9746,1.0,5.626742697458209,0.9746,0.9931
MT498053,preVC_893,Clustered,VC_893_0,9,0.9549,1.0,4.671983599748784,0.9549,1.0
MT498054,preVC_1210,Clustered,VC_1210_1,10,0.5829,1.0,4.712916011040184,0.5829,1.0
MT498055,preVC_1097,Clustered,VC_1097_0,5,0.2023,0.99999991,4.701588196287823,0.2023,1.0
MT498056,preVC_563,Clustered,VC_563_0,109,0.85,1.0,6.2668847697749985,0.85,0.9981
MT498057,preVC_1200,Clustered,VC_1200_0,10,0.7268,1.0,3.419927466950802,0.7268,1.0
MT498058,,Outlier,,,,,,,
MT498059,preVC_1208,Clustered,VC_1208_0,14,0.7133,1.0,6.922727081294524,0.7133,0.989
MT498060,preVC_223,Clustered,VC_223_6,42,0.4784,1.0,7.230892477637515,0.4784,0.813
